id,university names,country code,location
5850,Gaziantep University,TUR,Gaziantep
5851,Gaziosmanpasa University,TUR,Tokat
5852,Gazi University Ankara,TUR,Ankara
5853,Gebze Institute of Technology,TUR,Kocaeli
5854,Gediz University,TUR,İzmir
5855,Gulhane Military Medical Academy,TUR,Ankara
5856,Halic University,TUR,İstanbul
5857,Harran University,TUR,Şanlıurfa
5859,Inönü University,TUR,Malatya
5860,Isik University,TUR,İstanbul
5861,Istanbul Arel University,TUR,İstanbul
5862,Istanbul Bilgi University,TUR,İstanbul
5863,Istanbul Kultur University,TUR,İstanbul
5864,İstanbul Şehir University,TUR,İstanbul
5865,Istanbul Ticaret University,TUR,İstanbul
5866,Izmir Economic University,TUR,İzmir
5867,Izmir Institute of Technology,TUR,İzmir
5868,Kadir Has University,TUR,İstanbul
5869,Kafkas University,TUR,Kars
5870,Kahramanmaras Sütcü Imam University,TUR,Kahramanmaraş
5871,Karadeniz Technical University,TUR,Trabzon
5872,Kilis 7 Aralık University,TUR,Kilis
5873,Kirikkale University,TUR,Kırıkkale
5874,Kocaeli University,TUR,Kocaeli
5875,Maltepe University,TUR,İstanbul
5876,Marmara University,TUR,İstanbul
5877,Mersin University,TUR,Mersin
5878,Mimar Sinan University,TUR,İstanbul
5879,Mugla University,TUR,Muğla
5880,Mustafa Kemal University,TUR,Hatay
5881,Namik Kemal University,TUR,Tekirdağ
5882,Necmettin Erbakan University,TUR,Konya
5883,Nigde University,TUR,Niğde
5884,Ondokuz Mayis University Samsun,TUR,Samsun
5885,Osmangazi University,TUR,Eskişehir
5886,Ozyegin University,TUR,İstanbul
5887,Pamukkale University,TUR,Denizli
5888,Sakarya University,TUR,Sakarya
5889,Selcuk University,TUR,Konya
5891,Tobb Economics and Technology University,TUR,Ankara
5892,Trakya University,TUR,Edirne
5893,Türkisch-Deutsche Universität,TUR,İstanbul
5894,Turkish Military Academy,TUR,Ankara
5895,Turkish Naval Academy,TUR,İstanbul
5896,Ufuk University,TUR,Ankara
5897,Uludag University,TUR,Bursa
5898,Yalova University,TUR,Yalova
5899,Yasar University,TUR,İzmir
5900,Yeditepe University,TUR,İstanbul
5901,Yildirim Beyazit University,TUR,Ankara
5902,Yüzüncü Yil (Centennial) University,TUR,Van
5903,Zonguldak Karaelmas University,TUR,Zonguldak
5904,Aletheia University,TWN,New Taipei City
5905,Central Police University,TWN,Taoyuan City
5906,Chang Jung University,TWN,Tainan City
5907,Chao Yang University of Science and Technology,TWN,Taichung City
5908,Chia Nana College of Pharmacy and Science,TWN,
5909,China Medical College,TWN,Taichung City
5910,Chinese Culture University,TWN,Taipei City
5911,Ching Kuo Institue of Management & Health,TWN,Taipei City
5912,Chung Hua University,TWN,Taipei City
5913,Chung Shan Medical and Dental College,TWN,
5914,Da-Yeh University,TWN,Taipei City
5915,Fu Jen Catholic University,TWN,New Taipei City
5916,Hsuan Chuang University,TWN,New Taipei City
5917,Huafan University,TWN,New Taipei City
5918,I-Shou University,TWN,Kaohsiung City
5919,Kaohsiung Medical College,TWN,Kaohsiung City
5920,Kaohsuing Open University,TWN,Kaohsiung City
5921,Kung Shan Institute of Technology,TWN,Kaohsiung City
5922,Kun Shan University,TWN,Tainan City
5923,Ling Tung University,TWN,Taichung City
5924,LungHwa University of Science and Technology,TWN,Taoyuan City
5925,Ming Chuan University,TWN,Taipei City
5926,Nanhua University,TWN,Taipei City
5927,National Changhua University of Education,TWN,Taipei City
5929,National Chiayi University,TWN,Taipei City
5930,National Chi Nan University,TWN,Taipei City
5931,National Chung Hsing University - Taichung,TWN,Taichung City
5933,National College of Physical Education and Sports,TWN,Taichung City
5934,National Formosa University,TWN,Taichung City
5935,National Hsin-Chu Teachers College,TWN,Taichung City
5936,National Hualien Teachers College,TWN,Taichung City
5937,National Ilan University,TWN,Taichung City
5938,National Institute of the Arts,TWN,Taipei City
5939,National Kaohsiung First University of Science and Technology,TWN,Kaohsiung City
5940,National Kaohsiung Normal University,TWN,Kaohsiung City
5941,National Kaohsiung University of Applied Sciences,TWN,Kaohsiung City
5942,National Open University,TWN,New Taipei City
5943,National Pingtung Teachers College,TWN,New Taipei City
5944,National Pingtung University of Science and Technology,TWN,New Taipei City
5946,National Taichung Teachers College,TWN,Taichung City
5947,National Tainan Teachers College,TWN,Tainan City
5948,National Taipei College of Nursing,TWN,Taipei City
5949,National Taipei Teachers College,TWN,Taipei City
5950,National Taipei University,TWN,New Taipei City
5951,National Taipei University of Technology,TWN,Taipei City
5952,National Taitung Teachers College,TWN,Taipei City
5954,National Taiwan College of Physical Education and Sports,TWN,
5955,National Taiwan College of the Arts,TWN,Taipei City
5956,National Tsinghua University,TWN,Taipei City
5957,National United University,TWN,Taipei City
5958,National Yang Ming Medical College,TWN,Taipei City
5959,National Yunlin University of Science and Technology,TWN,Taipei City
5960,Providence University,TWN,Taichung City
5961,Shih Chien University,TWN,Taipei City
5962,Shih Hsin University,TWN,Taipei City
5964,Southern Taiwan University of Technology,TWN,Tainan City
5965,St. John's & St. Mary's Institute of Technology,TWN,
5966,TaiChung Healthcare and Management University,TWN,Taichung City
5967,Tainan National College of the Arts,TWN,Tainan City
5968,Taipei Medical College,TWN,Taipei City
5969,Taipei Municipal Teachers College,TWN,Taipei City
5970,Taipei Physical Education College,TWN,Taipei City
5971,Tatung Institute of Technology,TWN,Taipei City
5972,TaTung University,TWN,
5973,Tunghai University,TWN,Taichung City
5974,Tzu Chi College of Medicine and Humanities,TWN,
5975,African Virtual University,TZA,
5976,Dares Salaam Institute of Technology,TZA,Dar es Salam
5977,Hubert Kairuki Memorial University,TZA,Dar es Salam
5978,Institute of Accountancy Arusha,TZA,Arusha Region
5979,Institute of Finance Management,TZA,Dar es Salam
5980,International Medical & Technological University,TZA,Dar es Salam
5981,Kilimanjaro Christian Medical College,TZA,Kilimanjaro Region
5982,Moshi University College of Cooperative and Business Studies,TZA,Kilimanjaro Region
5983,Mount Meru University,TZA,Arusha Region
5984,Muhimbili University of Health and Allied Sciences (MUHAS),TZA,Arusha Region
5985,Mwalimu Nyerere Memorial Academy,TZA,Dar es Salaam
5986,Mzumbe University (Chuo Kikuu Mzumbe),TZA,Mkoa wa Morogoro
5987,Open University of Tanzania,TZA,Mkoa wa Morogoro
5988,Sebatian Kolowa University College,TZA,
5989,Sokoine University of Agriculture,TZA,Morogoro Region
5990,St. Augustine University of Tanzania,TZA,Mwanza Region
5991,St. Joseph Group of Institutes,TZA,
5992,Tumaini University - Iringa University College,TZA,Iringa Region
5993,University of Dodoma,TZA,Mkoa wa Dodoma
5994,Alfred Nobel University of Economics and Law,UKR,Dnipropetrovs'ka oblast
5995,Bila Cerkva State Agrarian University,UKR,Kyivs'ka oblast
5996,Chernivci National University,UKR,Chernivets'ka oblast
5997,Crimea State Medical University,UKR,Chernivets'ka oblast
5998,Dneprodzerzhinsk State Technical University,UKR,Dnipropetrovs'ka oblast
5999,Dnepropetrovsk National University,UKR,Dnipropetrovs'ka oblast
6000,Dnepropetrovsk National University of Railway Transport,UKR,Dnipropetrovs'ka oblast
6001,Donetsk National Technical University,UKR,Donets'ka oblast
6002,Donetsk National University,UKR,Vinnyts'ka oblast
6003,Donetsk State Medical University,UKR,Донецька
6004,East Ukrainian National University,UKR,Luhans'ka oblast
6005,Ivano-Frankivsk National University of Oli and Gas,UKR,Івано-Франківська
6006,Kharkiv National University,UKR,Kharkivs'ka oblast
6007,Kharkiv National University of Economics,UKR,Kharkivs'ka oblast
6008,Kharkiv National University of Radio Electronics,UKR,Kharkivs'ka oblast
6009,Kharkiv State Medical University,UKR,Kharkivs'ka oblast
6010,Kharkiv State Technical University of Construction and Architecture,UKR,
6011,Kharkiv State Transport Technical University,UKR,Kharkivs'ka oblast
6012,Kherson State University,UKR,Khersons'ka oblast
6013,Khmelnitsky National University,UKR,Khmel'nyts'ka oblast
6014,Kiev National Economic University Named after Vadym Hetman,UKR,Khmel'nyts'ka oblast
6015,Kiev National University of Construction and Architecture,UKR,Khmel'nyts'ka oblast
6016,Kiev School Of Economics,UKR,Khmel'nyts'ka oblast
6017,Kiev Slavonic University,UKR,Khmel'nyts'ka oblast
6018,KROK Economics and Law University,UKR,Khmel'nyts'ka oblast
6019,Luhansk State Medical University,UKR,Luhans'ka oblast
6020,Luhansk Taras Shevchenko National Pedagogical University,UKR,Luhans'ka oblast
6021,Lviv Medical University,UKR,L'vivs'ka oblast
6023,Lviv National University Ivan Franko,UKR,L'vivs'ka oblast
6024,National Aerospace University Kharkov Aviation Institute,UKR,Kharkivs'ka oblast
6025,National Agricultural University,UKR,Kharkivs'ka oblast
6026,National Aviation Univesity,UKR,Kharkivs'ka oblast
6027,National Medical University O.O. Bogomolets,UKR,Kharkivs'ka oblast
6028,National Metallurgical Academy of Ukraine,UKR,Dnipropetrovs'ka oblast
6029,National Mining University,UKR,Dnipropetrovs'ka oblast
6030,National Pedagogical University M. Dragomanov,UKR,Dnipropetrovs'ka oblast
6031,National Pirogov Memorial Medical University,UKR,Vinnyts'ka oblast
6032,National Taras Shevchenko University of Kiev,UKR,Vinnyts'ka oblast
6033,National Technical University (Kharkiv Polytechnical Institute),UKR,Kharkivs'ka oblast
6034,National Technical University (Kiev Politechnical Institute),UKR,Kharkivs'ka oblast
6035,National Transport University,UKR,Kharkivs'ka oblast
6036,National University of Food Technologies,UKR,Kharkivs'ka oblast
6037,National University of Internal Affairs,UKR,Kharkivs'ka oblast
6038,National University of Kiev-Mohyla Academy,UKR,Kharkivs'ka oblast
6039,National University of Ostroh Academy,UKR,Rivnens'ka oblast
6040,National University of Shipbuilding,UKR,Mykolaivs'ka oblast
6041,Odessa National Academy of Food Technologies,UKR,Odes'ka oblast
6042,Odessa National I.I. Mecnikov University,UKR,Odes'ka oblast
6043,Odessa National Marine University,UKR,Odes'ka oblast
6044,Odessa National Maritime Academy,UKR,Odes'ka oblast
6045,Odessa National Polytechnic University,UKR,Odes'ka oblast
6046,Odessa State Academy of Construction and Architecture,UKR,Odes'ka oblast
6047,Odessa State Medical University,UKR,Odes'ka oblast
6048,Petro Mohyla Black Sea State University,UKR,Mykolaivs'ka oblast
6049,Poltava National Technical University,UKR,Poltavs'ka oblast
6050,Poltava University of Consumer Cooperatives in Ukraine,UKR,Poltavs'ka oblast
6051,Precarpathian University,UKR,Ivano-Frankivs'ka oblast
6052,Sevastopol National Technical University,UKR,Ivano-Frankivs'ka oblast
6053,State Pedagogical University in Kryvyi Rih,UKR,Dnipropetrovs'ka oblast
6054,Sumy National Agrarian University,UKR,Sums'ka oblast
6055,Sumy State University,UKR,Sums'ka oblast
6056,Taurida National V.I.Vernadsky University,UKR,
6058,Ternopil Academy of National Economy,UKR,Ternopil's'ka oblast
6059,Ternopil State Ivan Pul'uj Technical University,UKR,Ternopil's'ka oblast
6060,Ukrainian Academy of Banking,UKR,Sums'ka oblast
6061,Ukrainian Academy of Pharmacy,UKR,Kharkivs'ka oblast
6062,Ukrainian Medical Stomatological Academy,UKR,Poltavs'ka oblast
6063,Ukrainian National Forestry University,UKR,L'vivs'ka oblast
6064,Uzhgorod National University,UKR,Zakarpats'ka oblast
6065,Vinnica National Technical University,UKR,Vinnyts'ka oblast
6066,Volyn National University Lesja Ukrainka,UKR,Volyns'ka oblast
6067,Zaporizhzhe National Technical University,UKR,Zaporiz'ka oblast
6068,Zaporizhzhe National University,UKR,Zaporiz'ka oblast
6069,Bugema University,UGA,Central Region
6070,Busitema University,UGA,Eastern Region
6071,Busoga University,UGA,Eastern Region
6072,Central Buganda University,UGA,Central Region
6073,Gulu University,UGA,Northern Region
6074,Islamic University in Uganda,UGA,Eastern Region
6075,Kampala International University,UGA,Central Region
6076,Kampala University,UGA,Central Region
6077,Kyambogo University,UGA,Central Region
6078,Mbarara University of Science and Technology,UGA,Western Region
6079,Mountains of the Moon University,UGA,Western Region
6080,Mutesa 1 Royal University,UGA,Central Region
6081,Ndejje University,UGA,Central Region
6082,Nkumba University,UGA,Central Region
6083,St. Augustine International University,UGA,Central Region
6084,Uganda Christian University,UGA,Central Region
6085,Uganda Martyr's University,UGA,Central Region
6086,Insituto Universitario - Centro Latinoamericano de Economia Humana - IU Claeh,URY,Tacuarembó
6087,Universidad Católica del Uruguay,URY,Departamento de Montevideo
6088,Universidad de la Empresa (UDE),URY,Departamento de Montevideo
6089,Universidad de la República,URY,Departamento de Montevideo
6090,Universidad de Montevideo,URY,Departamento de Montevideo
6091,Universidad ORT Uruguay,URY,Departamento de Montevideo
6092,Ferghana Politechnical Institute,UZB,Fergana Region
6093,International Business School Kelajak ILMI,UZB,Fergana Region
6094,Kokand State Pedagogical Institute,UZB,Fergana Region
6095,Management Development Institute of Singapore - Tashkent,UZB,Fergana Region
6096,National University of Uzbekistan,UZB,Fergana Region
6097,Nukus State Teachers Training Institute,UZB,Republic of Karakalpakstan
6098,Samarkand State University,UZB,Samarqand viloyati
6099,Tashkent Automobile and Roads Institute,UZB,Samarqand viloyati
6100,Tashkent Institute of Irrigation and Melioration,UZB,Samarqand viloyati
6101,Tashkent Islam University,UZB,Samarqand viloyati
6102,Tashkent Medical Academy,UZB,Samarqand viloyati
6103,Tashkent Pharmaceutical Institute,UZB,Samarqand viloyati
6104,Tashkent School of Finance,UZB,Samarqand viloyati
6105,Tashkent State Agrarian University,UZB,Tashkent Region
6106,Tashkent State Technical University,UZB,Tashkent Region
6107,Tashkent State University of Economics,UZB,Tashkent Region
6108,Tashkent State University of Oriental Studies,UZB,Tashkent Region
6109,Tashkent University of Information Technologies,UZB,Tashkent Region
6110,Turin Polytechnic University In Tashkent,UZB,Tashkent Region
6111,University of World Economy and Diplomacy,UZB,Tashkent Region
6112,Uzbek State World Languages University,UZB,Tashkent Region
6113,Westminster International University in Tashkent,UZB,Toshkent Viloyati
6114,Universidad Bicentenaria de Aragua,VEN,Aragua
6115,Universidad Bolivariana de Venezuela,VEN,Capital District
6116,Universidad Católica Andres Bello,VEN,Distrito Capital
6117,Universidad Católica Cecilio Acosta,VEN,Zulia
6118,Universidad Católica del Táchira,VEN,Táchira
6119,Universidad Central de Venezuela,VEN,Capital District
6120,Universidad Centro Occidental Lisandro Alvarado,VEN,Lara
6121,Universidad de Carabobo,VEN,Carabobo
6123,Universidad del Zulia,VEN,Zulia
6125,Universidad Dr. Rafael Belloso Chacín,VEN,Zulia
6126,Universidad Fermin Toro,VEN,Lara
6127,Universidad Gran Mariscal de Ayacucho,VEN,Anzoategui
6128,Universidad José Antonio Páez,VEN,Carabobo
6129,Universidad José Maria Vargas,VEN,Miranda
6132,Universidad Nacional Abierta,VEN,Distrito Capital
6133,Universidad Nacional Experimental de Guayana,VEN,Bolívar
6134,Universidad Nacional Experimental de la Fuerza Armada,VEN,
6135,"Universidad Nacional Experimental de los Llanos Occidentales ""Ezequiel Zamora""",VEN,Barinas
6136,Universidad Nacional Experimental del Táchira,VEN,Táchira
6139,"Universidad Nacional Experimental ""Rafael Maria Baralt""",VEN,Zulia
6140,Universidad Nacional Experimental Romulo Gallegos,VEN,Guárico
6141,"Universidad Nacional Experimental ""Simón Rodriguez""",VEN,Distrito Capital
6142,"Universidad Nacional Experimental Sur del Lago ""Jesús Maria Semprum""",VEN,Zulia
6143,Universidad Nueva Esparta,VEN,Distrito Capital
6145,Universidad Rafael Urdaneta,VEN,Zulia
6146,Universidad Santa Maria Caracas,VEN,Miranda
6148,Universidad Tecnológica del Centro,VEN,Carabobo
6149,Universidad Valle del Momboy,VEN,Trujillo
6150,Universidad Yacambu,VEN,Lara
6151,Banking University of Ho Chi Minh City,VNM,Hồ Chí Minh
